Country,Dimension ,Indicator,Assessment,Criteria,Explanation,Source,URL,size
Papua New Guinea,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,"The Budget Outcome Report, 2019 which includes end-December 2019 debt statistics was completed in July 2020",https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/2019%20FBO%20Report.pdf,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/2019%20FBO%20Report.pdf,1
Bangladesh,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,The Bangladesh Economic Review was published early October 2020 with end-February 2020 public external debt data,2 sources of information: https://www.bb.org.bd/pub/publictn.php# AND https://www.bb.org.bd/pub/publictn.php,https://www.bb.org.bd/pub/publictn.php#,1
Kiribati,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,The 2020 BL was published in October 2020 with end-December 2019 debt data,http://www.mfed.gov.ki/sites/default/files/FINAL%20BOOK%20AS%20APPROVED_V2.pdf,http://www.mfed.gov.ki/sites/default/files/FINAL%20BOOK%20AS%20APPROVED_V2.pdf,1
Djibouti,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,The 2019 report was published with a six month lag,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,1
Mozambique,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,The 2019 Public Debt Report with end-December 2019 debt statistics was finalized in June 2020. There is no indication about the date of publication,https://www.mef.gov.mz/index.php/documentos,https://www.mef.gov.mz/index.php/documentos,1
Lao PDR,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,"Government Finance Statistics Annual Report, 2019 with end-December 2019 debt statistics published on October 23, 2020",https://www.mof.gov.la/index.php/en/publications-and-statistics/,https://www.mof.gov.la/index.php/en/publications-and-statistics/,1
Marshall Islands,1. Public Debt Reporting,Data accessibility,No public debt reporting,1. Insufficient,"The website of the MoF does not seem operational (http://dev.idealwebguam.com/rmimof/), and there is no CB. The data gathered and published by the Graduate School USA do not qualify. Data need be posted on a government website of the Marshall Islands to qualify. In addition, latest data are at end-September 2018.",https://pitiviti.org/initiatives/economics/rmi.php,https://pitiviti.org/initiatives/economics/rmi.php,1
Comoros,1. Public Debt Reporting,Data accessibility,No public debt reporting,1. Insufficient,The Quarterly Bulletin of the CB does not report on public debt. No website for the MOF found,http://www.banque-comores.km/index.php?page=bulletin-trimestriel,http://www.banque-comores.km/index.php?page=bulletin-trimestriel,1
Syrian Arab Republic,1. Public Debt Reporting,Data accessibility,No public debt reporting,1. Insufficient,No websites for the MoF and CB were found,No source,No source,1
South Sudan,1. Public Debt Reporting,Data accessibility,No public debt reporting,1. Insufficient,No websites for the MoF and CB were found,No source,No source,1
Eritrea,1. Public Debt Reporting,Data accessibility,No public debt reporting,1. Insufficient,No websites for the MoF and CB were found,No source,No source,1
"Yemen, Rep.",1. Public Debt Reporting,Data accessibility,No public debt reporting,1. Insufficient,No debt statistics on the CB website. No website found for the MoF,http://centralbank.gov.ye,http://centralbank.gov.ye,1
Central African Republic,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,"As debt reporting is deemed lagging, this criterion is rated n.a.",No source,No source,1
Zimbabwe,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
"Yemen, Rep.",1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Vanuatu,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Tuvalu,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Tonga,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Tanzania,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Tajikistan,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Syrian Arab Republic,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Sudan,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
St. Vincent and the Grenadines,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
St. Lucia,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
South Sudan,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Somalia,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Solomon Islands,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Sierra Leone,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Senegal,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Samoa,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Rwanda,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Papua New Guinea,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Pakistan,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Nigeria,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Niger,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Nepal,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Myanmar,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Mongolia,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Moldova,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
"Micronesia, Fed. Sts.",1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Mauritania,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Marshall Islands,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Lesotho,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Lao PDR,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Haiti,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Grenada,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Eritrea,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
"Congo, Rep.",1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
"Congo, Dem. Rep.",1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Comoros,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Cabo Verde,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Burundi,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Burkina Faso,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Bhutan,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,No source,No source,1
Guyana,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
Guinea-Bissau,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
Djibouti,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,1
Kiribati,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,http://www.mfed.gov.ki/sites/default/files/FINAL%20BOOK%20AS%20APPROVED_V2.pdf,http://www.mfed.gov.ki/sites/default/files/FINAL%20BOOK%20AS%20APPROVED_V2.pdf,1
Dominica,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf,http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf,1
Kyrgyz Republic,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,3 links: http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/ichki-karyz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/obsluzhivanie-gosudarstvennogo-dolga,http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz,1
Côte d'Ivoire,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,,No source,1
Bangladesh,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,,No source,1
Mali,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,,,,1
"Yemen, Rep.",1. Public Debt Reporting,Time range,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Syrian Arab Republic,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
South Sudan,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Eritrea,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Comoros,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
"Yemen, Rep.",1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Syrian Arab Republic,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
South Sudan,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Eritrea,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Comoros,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
"Yemen, Rep.",1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Syrian Arab Republic,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
South Sudan,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Eritrea,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Comoros,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
"Yemen, Rep.",1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Syrian Arab Republic,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
South Sudan,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Eritrea,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Comoros,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,"As there is no debt reporting, this criterion is rated n.a.",No source,No source,1
Marshall Islands,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,"As no debt reporting was found, this criterion is rated n.a.",No source,No source,1
Marshall Islands,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,"As no debt reporting was found, this criterion is rated n.a.",No source,No source,1
Marshall Islands,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,"As no debt reporting was found, this criterion is rated n.a.",No source,No source,1
Marshall Islands,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,"As no debt reporting was found, this criterion is rated n.a.",No source,No source,1
Burundi,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,"As debt reporting is is deemed incomplete, this criterion is rated n.a.",No source,No source,1
Burundi,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,"As debt reporting is is deemed incomplete, this criterion is rated n.a.",No source,No source,1
Guinea-Bissau,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,"As debt reporting is deemed lagging/ incomplete, this criterion is rated n.a.",https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
Guinea-Bissau,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,"As debt reporting is deemed lagging/ incomplete, this criterion is rated n.a.",https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
Guinea-Bissau,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,"As debt reporting is deemed lagging/ incomplete, this criterion is rated n.a.",https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
Guinea-Bissau,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,"As debt reporting is deemed lagging/ incomplete, this criterion is rated n.a.",https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
Cameroon,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,"As debt reporting is deemed lagging, this criterion is rated n.a. It is however noteworthy that the DMS (the only comprehensive and publicly available publication) reports only on central government debt (page 12)",No source,No source,1
Cameroon,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,"As debt reporting is deemed lagging, this criterion is rated n.a. It is however noteworthy that the DMS (the only comprehensive and publicly available publication) does not report on an estimated stock of guaranteed debt",No source,No source,1
