"","STRUCTURE","STRUCTURE_ID","STRUCTURE_NAME","ACTION","FREQ","Frequency.of.observation","REF_AREA","Reference.area","MEASURE","Measure","UNIT_MEASURE","Unit.of.measure","VERSION","Version","TIME_PERIOD","Time.period","OBS_VALUE","Observation.value","CONF_STATUS","Confidentiality.status","DECIMALS","Decimals","OBS_STATUS","Observation.status","UNIT_MULT","Unit.multiplier"
"3477","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3478","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3479","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NZL","New Zealand","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3480","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,2.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3481","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","POL","Poland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3482","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRT","Portugal","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.9375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3483","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVN","Slovenia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3484","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,2.46875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3485","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,0.8125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3486","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,4.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3487","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,0.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3488","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","OECD","OECD","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.7245066,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3489","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ARG","Argentina","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,2.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3490","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRY","Paraguay","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3491","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","URY","Uruguay","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,4,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3492","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1.3125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3493","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3494","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHL","Chile","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3495","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","COL","Colombia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3496","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CRI","Costa Rica","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,3.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3497","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1.4375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3498","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DNK","Denmark","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3499","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","EST","Estonia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3500","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1.5625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3501","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,3.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3502","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DEU","Germany","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3503","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3504","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LTU","Lithuania","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3505","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,3.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3506","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3507","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,0.9375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3508","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NZL","New Zealand","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3509","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,2.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3510","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","POL","Poland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3511","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRT","Portugal","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,2.3125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3512","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVN","Slovenia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3513","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,2.46875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3514","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,0.8125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3515","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,4.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3516","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,0.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3517","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","OECD","OECD","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,1.7277961,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3518","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ARG","Argentina","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2020,NA,2.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3519","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1.3125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3520","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3521","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHL","Chile","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3522","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","COL","Colombia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3523","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CRI","Costa Rica","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,3.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3524","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1.4375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3525","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DNK","Denmark","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3526","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","EST","Estonia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3527","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1.5625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3528","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,3.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3529","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DEU","Germany","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3530","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3531","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LTU","Lithuania","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3532","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,3.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3533","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3534","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,0.9375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3535","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NZL","New Zealand","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3536","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,2.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3537","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","POL","Poland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3538","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRT","Portugal","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,2.3125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3539","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVN","Slovenia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,1.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3540","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,2.46875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3541","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,0.8125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3542","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,4.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3543","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2021,NA,0.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
